29_0000000000.png, ['253', '814', '280', '848'], 0.2695082724094391
25_0000000001.png, ['294', '871', '332', '921'], 0.393844872713089
28_0000000001.png, ['383', '459', '407', '483'], 0.32343652844429016
30_0000000002.png, ['284', '776', '308', '813'], 0.27346789836883545
31_0000000002.png, ['252', '813', '280', '848'], 0.2672913074493408
25_0000000004.png, ['301', '776', '344', '832'], 0.38966503739356995
31_0000000008.png, ['356', '466', '396', '486'], 0.3367641866207123
32_0000000010.png, ['285', '775', '307', '813'], 0.26236721873283386
32_0000000011.png, ['512', '463', '547', '487'], 0.25142213702201843
27_0000000013.png, ['475', '0', '562', '23'], 0.35997524857521057
32_0000000014.png, ['645', '928', '672', '961'], 0.265371710062027
31_0000000016.png, ['427', '514', '540', '616'], 0.27766332030296326
30_0000000017.png, ['132', '115', '589', '1187'], 0.2903116047382355
30_0000000020.png, ['293', '871', '334', '925'], 0.34027984738349915
30_0000000021.png, ['440', '977', '531', '1078'], 0.2699640393257141
26_0000000022.png, ['133', '118', '593', '1174'], 0.2971087694168091
30_0000000024.png, ['292', '871', '336', '925'], 0.2507539391517639
25_0000000026.png, ['312', '462', '349', '481'], 0.3943370282649994
29_0000000027.png, ['294', '871', '333', '925'], 0.35215193033218384
31_0000000027.png, ['328', '539', '369', '556'], 0.31762105226516724
25_0000000028.png, ['317', '942', '363', '993'], 0.37423408031463623
31_0000000028.png, ['402', '534', '504', '630'], 0.2981567680835724
32_0000000029.png, ['125', '116', '597', '1186'], 0.3071804940700531
24_0000000029.png, ['418', '1010', '452', '1035'], 0.3529931604862213
29_0000000030.png, ['343', '542', '365', '559'], 0.2865964472293854
31_0000000032.png, ['295', '871', '351', '927'], 0.26311230659484863
25_0000000033.png, ['218', '422', '238', '441'], 0.37881186604499817
30_0000000034.png, ['294', '871', '333', '925'], 0.290549099445343
31_0000000034.png, ['422', '1009', '456', '1036'], 0.2660108506679535
29_0000000035.png, ['318', '943', '363', '994'], 0.3342196047306061
24_0000000037.png, ['217', '422', '238', '440'], 0.39432305097579956
24_0000000041.png, ['318', '501', '351', '517'], 0.3302668035030365
20_0000000043.png, ['595', '1244', '715', '1280'], 0.4219522774219513
28_0000000044.png, ['309', '504', '344', '519'], 0.26792436838150024
24_0000000048.png, ['699', '373', '720', '537'], 0.39044129848480225
26_0000000048.png, ['385', '528', '434', '552'], 0.3134922385215759
28_0000000052.png, ['443', '998', '482', '1029'], 0.3238832354545593
28_0000000054.png, ['373', '537', '421', '562'], 0.2593863308429718
27_0000000055.png, ['445', '999', '486', '1027'], 0.2627962827682495
28_0000000055.png, ['315', '1004', '341', '1021'], 0.25208917260169983
31_0000000057.png, ['448', '998', '486', '1024'], 0.27990880608558655
27_0000000057.png, ['368', '540', '417', '565'], 0.36426424980163574
19_0000000000.png, ['339', '975', '384', '1025'], 0.48384734988212585
25_0000000001.png, ['294', '871', '332', '921'], 0.3936729431152344
23_0000000000.png, ['219', '421', '237', '441'], 0.41697293519973755
31_0000000001.png, ['327', '797', '370', '851'], 0.2849394679069519
29_0000000000.png, ['253', '814', '280', '848'], 0.26935049891471863
22_0000000001.png, ['318', '941', '363', '995'], 0.4698896110057831
28_0000000001.png, ['383', '459', '407', '483'], 0.3234211504459381
30_0000000002.png, ['284', '776', '308', '813'], 0.273499459028244
31_0000000002.png, ['252', '813', '280', '848'], 0.2670154273509979
19_0000000002.png, ['301', '777', '344', '832'], 0.49144595861434937
23_0000000003.png, ['528', '1043', '650', '1190'], 0.43769267201423645
25_0000000003.png, ['373', '509', '410', '532'], 0.4249628186225891
25_0000000004.png, ['301', '776', '344', '832'], 0.3894810080528259
20_0000000005.png, ['318', '941', '363', '996'], 0.4340362846851349
21_0000000005.png, ['500', '448', '567', '482'], 0.43308761715888977
20_0000000006.png, ['219', '422', '237', '441'], 0.44952166080474854
31_0000000008.png, ['356', '466', '396', '486'], 0.3368563950061798
32_0000000010.png, ['285', '775', '307', '813'], 0.26252302527427673
23_0000000011.png, ['316', '941', '363', '993'], 0.44867029786109924
32_0000000011.png, ['512', '463', '547', '487'], 0.25149378180503845
27_0000000013.png, ['475', '0', '562', '23'], 0.36012259125709534
32_0000000014.png, ['645', '928', '672', '961'], 0.26540401577949524
21_0000000015.png, ['322', '449', '361', '466'], 0.4772495925426483
31_0000000016.png, ['427', '514', '540', '616'], 0.27721521258354187
30_0000000017.png, ['132', '115', '589', '1187'], 0.29026299715042114
24_0000000017.png, ['335', '974', '381', '1030'], 0.4502907395362854
22_0000000019.png, ['218', '421', '237', '441'], 0.46477773785591125
21_0000000019.png, ['563', '1069', '695', '1219'], 0.49452242255210876
30_0000000020.png, ['293', '871', '334', '925'], 0.3402913212776184
30_0000000021.png, ['440', '977', '531', '1078'], 0.2700542211532593
21_0000000022.png, ['443', '481', '505', '513'], 0.40734004974365234
26_0000000022.png, ['133', '118', '593', '1174'], 0.2971839904785156
19_0000000023.png, ['567', '1072', '704', '1230'], 0.4767291247844696
30_0000000024.png, ['292', '871', '336', '925'], 0.25088372826576233
24_0000000026.png, ['218', '422', '237', '441'], 0.40445801615715027
25_0000000026.png, ['312', '462', '349', '481'], 0.39429861307144165
29_0000000027.png, ['294', '871', '333', '925'], 0.3518730401992798
